Period 	 T100 	 T0 
60 	 3.740000 	 2.747000 
Point Number 	 Temperature 
 192 	 51.893205 
 193 	 51.893205 
 194 	 51.875855 
 195 	 52.205516 
 196 	 52.257568 
 197 	 51.893205 
 198 	 51.910556 
 199 	 52.257568 
 200 	 52.274919 
 201 	 52.292269 
 202 	 51.858504 
 203 	 51.945257 
 204 	 52.136114 
 205 	 51.893205 
 206 	 51.875855 
 207 	 51.875855 
 208 	 51.841154 
 209 	 51.893205 
 210 	 51.893205 
 211 	 51.858504 
 212 	 52.240217 
 213 	 51.841154 
 214 	 52.188166 
 215 	 51.875855 
 216 	 51.875855 
 217 	 51.875855 
 218 	 52.188166 
 219 	 51.841154 
 220 	 51.841154 
 221 	 51.823803 
 222 	 52.153464 
 223 	 52.292269 
 224 	 52.240217 
 225 	 52.274919 
 226 	 51.841154 
 227 	 52.222867 
 228 	 52.205516 
 229 	 51.806453 
 230 	 51.841154 
 231 	 51.806453 
 232 	 52.170815 
 233 	 52.118763 
 234 	 52.170815 
 235 	 51.771751 
 236 	 51.823803 
 237 	 51.771751 
 238 	 52.188166 
 239 	 51.806453 
 240 	 51.789102 
 241 	 51.806453 
 242 	 51.823803 
 243 	 51.754401 
 244 	 52.240217 
 245 	 52.118763 
 246 	 51.771751 
 247 	 52.188166 
 248 	 52.101413 
 249 	 51.754401 
 250 	 51.754401 
 251 	 52.170815 
 252 	 52.101413 
 253 	 52.170815 
 254 	 52.101413 
 255 	 51.789102 
 256 	 51.754401 
 257 	 52.066711 
 258 	 51.737050 
 259 	 51.719700 
 260 	 51.719700 
 261 	 52.153464 
 262 	 52.118763 
 263 	 51.737050 
 264 	 51.771751 
 265 	 51.719700 
 266 	 51.684998 
 267 	 52.066711 
 268 	 52.084062 
 269 	 51.702349 
 270 	 51.684998 
 271 	 51.667648 
 272 	 51.667648 
 273 	 51.684998 
 274 	 51.702349 
 275 	 51.702349 
 276 	 51.702349 
 277 	 52.014660 
 278 	 51.684998 
 279 	 52.084062 
 280 	 51.650297 
 281 	 51.667648 
 282 	 51.684998 
 283 	 51.650297 
 284 	 51.684998 
 285 	 51.927907 
 286 	 51.979958 
 287 	 51.667648 
 288 	 51.962608 
 289 	 52.066711 
 290 	 51.615596 
 291 	 51.615596 
 292 	 51.615596 
 293 	 51.632947 
 294 	 51.650297 
 295 	 51.615596 
 296 	 52.032010 
 297 	 52.014660 
 298 	 52.032010 
 299 	 51.615596 
 300 	 51.615596 
 301 	 51.598245 
 302 	 51.580895 
 303 	 51.910556 
 304 	 51.598245 
 305 	 51.580895 
 306 	 51.927907 
 307 	 51.893205 
 308 	 51.979958 
 309 	 51.563544 
 310 	 51.563544 
 311 	 51.598245 
 312 	 51.858504 
 313 	 51.528843 
 314 	 51.528843 
 315 	 51.546194 
 316 	 51.563544 
 317 	 51.528843 
 318 	 51.858504 
 319 	 51.997309 
 320 	 51.945257 
 321 	 51.528843 
 322 	 51.528843 
 323 	 51.546194 
 324 	 51.546194 
 325 	 51.511492 
 326 	 51.789102 
 327 	 51.858504 
 328 	 51.476791 
 329 	 51.511492 
 330 	 51.841154 
 331 	 51.858504 
 332 	 51.875855 
 333 	 51.459441 
 334 	 51.494142 
 335 	 51.823803 
 336 	 51.476791 
 337 	 51.910556 
 338 	 51.823803 
 339 	 51.494142 
 340 	 51.459441 
 341 	 51.893205 
 342 	 52.049361 
 343 	 51.823803 
 344 	 51.494142 
 345 	 51.806453 
 346 	 51.476791 
 347 	 51.459441 
 348 	 51.841154 
 349 	 51.442090 
 350 	 51.841154 
 351 	 51.737050 
 352 	 51.789102 
 353 	 51.459441 
 354 	 51.407389 
 355 	 51.442090 
 356 	 51.442090 
 357 	 51.407389 
 358 	 51.771751 
 359 	 51.858504 
 360 	 51.789102 
 361 	 51.424739 
 362 	 51.372688 
 363 	 51.893205 
 364 	 51.667648 
 365 	 51.789102 
 366 	 51.355337 
 367 	 51.407389 
 368 	 51.823803 
 369 	 51.823803 
 370 	 51.737050 
 371 	 51.355337 
 372 	 51.737050 
 373 	 51.737050 
 374 	 51.719700 
 375 	 51.355337 
 376 	 51.355337 
 377 	 51.667648 
 378 	 51.337987 
 379 	 51.337987 
 380 	 51.355337 
 381 	 51.372688 
 382 	 51.355337 
 383 	 51.684998 
 384 	 51.771751 
 385 	 51.372688 
 386 	 51.355337 
 387 	 51.303285 
 388 	 51.320636 
 389 	 51.650297 
 390 	 51.355337 
 391 	 51.337987 
 392 	 51.771751 
 393 	 51.320636 
 394 	 51.320636 
 395 	 51.615596 
 396 	 51.303285 
 397 	 51.702349 
 398 	 51.702349 
 399 	 51.303285 
 400 	 51.320636 
 401 	 51.303285 
 402 	 51.702349 
 403 	 51.303285 
 404 	 51.320636 
 405 	 51.650297 
 406 	 51.632947 
 407 	 51.285935 
 408 	 51.702349 
 409 	 51.650297 
 410 	 51.650297 
 411 	 51.684998 
 412 	 51.702349 
 413 	 51.632947 
 414 	 51.285935 
 415 	 51.233883 
 416 	 51.285935 
 417 	 51.702349 
 418 	 51.268584 
 419 	 51.285935 
 420 	 51.546194 
 421 	 51.667648 
 422 	 51.684998 
 423 	 51.268584 
 424 	 51.268584 
 425 	 51.598245 
 426 	 51.285935 
 427 	 51.615596 
 428 	 51.580895 
 429 	 51.268584 
 430 	 51.268584 
 431 	 51.268584 
 432 	 51.285935 
 433 	 51.251234 
 434 	 51.580895 
 435 	 51.233883 
 436 	 51.632947 
 437 	 51.268584 
 438 	 51.650297 
 439 	 51.563544 
 440 	 51.580895 
 441 	 51.702349 
 442 	 51.598245 
 443 	 51.615596 
 444 	 51.598245 
 445 	 51.268584 
 446 	 51.251234 
 447 	 51.251234 
 448 	 51.268584 
 449 	 51.684998 
 450 	 51.632947 
 451 	 51.667648 
 452 	 51.580895 
 453 	 51.650297 
 454 	 51.580895 
 455 	 51.841154 
 456 	 51.268584 
 457 	 51.251234 
 458 	 51.632947 
 459 	 51.615596 
 460 	 51.563544 
 461 	 51.615596 
 462 	 51.598245 
 463 	 51.598245 
 464 	 51.268584 
 465 	 51.563544 
 466 	 51.251234 
 467 	 51.251234 
 468 	 51.268584 
 469 	 51.598245 
 470 	 51.684998 
 471 	 51.251234 
 472 	 51.233883 
 473 	 51.251234 
 474 	 51.563544 
 475 	 51.580895 
 476 	 51.615596 
 477 	 51.702349 
 478 	 51.650297 
 479 	 51.615596 
 480 	 51.268584 
 481 	 51.251234 
 482 	 51.285935 
 483 	 51.719700 
 484 	 51.268584 
 485 	 51.702349 
 486 	 51.268584 
 487 	 51.233883 
 488 	 51.268584 
 489 	 51.268584 
 490 	 51.303285 
 491 	 51.285935 
 492 	 51.285935 
 493 	 51.667648 
 494 	 51.285935 
 495 	 51.303285 
 496 	 51.268584 
 497 	 51.684998 
 498 	 51.615596 
 499 	 51.303285 
 500 	 51.737050 
 501 	 51.737050 
 502 	 51.303285 
 503 	 51.285935 
 504 	 51.615596 
 505 	 51.320636 
 506 	 51.771751 
 507 	 51.303285 
 508 	 51.719700 
 509 	 51.598245 
 510 	 51.667648 
 511 	 51.702349 
 512 	 51.303285 
 513 	 51.667648 
 514 	 51.303285 
 515 	 51.337987 
 516 	 51.320636 
 517 	 51.650297 
 518 	 51.320636 
 519 	 51.355337 
 520 	 51.754401 
 521 	 51.337987 
 522 	 51.320636 
 523 	 51.702349 
 524 	 51.789102 
 525 	 51.372688 
 526 	 51.320636 
 527 	 51.320636 
 528 	 51.858504 
 529 	 51.337987 
 530 	 51.754401 
 531 	 51.372688 
 532 	 51.337987 
 533 	 51.320636 
 534 	 51.320636 
 535 	 51.754401 
 536 	 51.737050 
 537 	 51.771751 
 538 	 51.372688 
 539 	 51.684998 
 540 	 51.372688 
 541 	 51.702349 
 542 	 51.372688 
 543 	 51.806453 
 544 	 51.702349 
 545 	 51.390038 
 546 	 51.372688 
 547 	 51.702349 
 548 	 51.390038 
 549 	 51.390038 
 550 	 51.407389 
 551 	 51.407389 
 552 	 51.390038 
 553 	 51.737050 
 554 	 51.719700 
 555 	 51.424739 
 556 	 51.806453 
 557 	 51.476791 
 558 	 51.771751 
 559 	 51.789102 
 560 	 51.424739 
 561 	 51.737050 
 562 	 51.858504 
 563 	 51.806453 
 564 	 51.823803 
 565 	 51.875855 
 566 	 51.806453 
 567 	 51.424739 
 568 	 51.875855 
 569 	 51.459441 
 570 	 51.459441 
 571 	 51.737050 
 572 	 51.858504 
 573 	 51.476791 
 574 	 51.476791 
 575 	 51.841154 
 576 	 51.424739 
 577 	 51.858504 
 578 	 51.494142 
 579 	 51.494142 
 580 	 51.528843 
 581 	 51.823803 
 582 	 51.771751 
 583 	 51.858504 
 584 	 51.927907 
 585 	 51.511492 
 586 	 51.875855 
 587 	 51.910556 
 588 	 51.910556 
 589 	 51.910556 
 590 	 51.962608 
 591 	 51.528843 
 592 	 51.546194 
 593 	 51.927907 
 594 	 51.563544 
 595 	 51.546194 
 596 	 51.494142 
 597 	 52.118763 
 598 	 51.979958 
 599 	 51.528843 
 600 	 51.875855 
 601 	 51.563544 
 602 	 51.546194 
 603 	 51.997309 
 604 	 51.927907 
 605 	 51.997309 
 606 	 51.927907 
 607 	 51.580895 
 608 	 51.563544 
 609 	 51.997309 
 610 	 51.893205 
 611 	 51.962608 
 612 	 51.979958 
 613 	 52.032010 
 614 	 51.615596 
 615 	 51.580895 
 616 	 51.615596 
 617 	 51.910556 
 618 	 51.615596 
 619 	 51.615596 
 620 	 52.032010 
 621 	 51.615596 
 622 	 52.049361 
 623 	 51.632947 
 624 	 51.997309 
 625 	 51.650297 
 626 	 52.049361 
 627 	 51.650297 
 628 	 52.084062 
 629 	 51.667648 
 630 	 51.667648 
 631 	 51.667648 
 632 	 51.667648 
 633 	 51.684998 
 634 	 51.650297 
 635 	 51.702349 
 636 	 51.702349 
 637 	 52.049361 
 638 	 51.702349 
 639 	 52.118763 
 640 	 51.702349 
 641 	 51.684998 
 642 	 52.014660 
 643 	 52.101413 
 644 	 51.650297 
 645 	 52.136114 
 646 	 52.049361 
 647 	 51.684998 
 648 	 51.719700 
 649 	 51.737050 
 650 	 51.754401 
 651 	 51.719700 
 652 	 51.754401 
 653 	 51.719700 
 654 	 51.771751 
 655 	 52.136114 
 656 	 52.136114 
 657 	 51.737050 
 658 	 51.771751 
 659 	 51.754401 
 660 	 51.754401 
 661 	 52.188166 
 662 	 52.205516 
 663 	 51.771751 
 664 	 51.789102 
 665 	 51.789102 
 666 	 51.771751 
 667 	 51.789102 
 668 	 51.789102 
 669 	 51.771751 
 670 	 51.806453 
 671 	 51.823803 
 672 	 51.771751 
 673 	 51.823803 
 674 	 52.240217 
 675 	 51.823803 
 676 	 51.806453 
 677 	 51.806453 
 678 	 51.806453 
 679 	 52.274919 
 680 	 52.136114 
 681 	 52.257568 
 682 	 51.823803 
 683 	 52.170815 
 684 	 52.170815 
 685 	 52.170815 
 686 	 52.222867 
 687 	 52.257568 
 688 	 52.118763 
 689 	 52.240217 
 690 	 52.136114 
 691 	 51.858504 
 692 	 52.205516 
 693 	 52.205516 
 694 	 52.274919 
 695 	 52.222867 
 696 	 52.136114 
 697 	 51.858504 
 698 	 51.841154 
 699 	 51.893205 
 700 	 52.240217 
 701 	 51.858504 
 702 	 52.292269 
 703 	 51.875855 
 704 	 51.893205 
 705 	 51.875855 
 706 	 51.875855 
 707 	 51.875855 
 708 	 51.875855 
 709 	 51.875855 
 710 	 51.910556 
 711 	 51.875855 
 712 	 51.875855 
 713 	 51.858504 
 714 	 51.910556 
 715 	 52.309620 
 716 	 52.205516 
 717 	 51.893205 
 718 	 52.170815 
 719 	 51.893205 
 720 	 51.875855 
 721 	 51.893205 
 722 	 51.927907 
 723 	 52.188166 
 724 	 51.893205 
 725 	 52.344321 
 726 	 51.893205 
 727 	 51.927907 
 728 	 51.927907 
 729 	 51.910556 
 730 	 51.875855 
 731 	 51.910556 
 732 	 51.893205 
 733 	 51.910556 
 734 	 51.927907 
 735 	 51.945257 
 736 	 51.927907 
 737 	 52.344321 
 738 	 52.222867 
 739 	 51.927907 
 740 	 51.927907 
 741 	 51.893205 
 742 	 51.910556 
 743 	 52.326970 
 744 	 51.927907 
 745 	 52.379022 
 746 	 52.344321 
 747 	 51.945257 
 748 	 51.979958 
 749 	 51.910556 
 750 	 51.910556 
 751 	 51.945257 
 752 	 51.945257 
 753 	 51.945257 
 754 	 51.927907 
 755 	 52.257568 
 756 	 52.240217 
 757 	 52.274919 
 758 	 52.361672 
 759 	 52.257568 
 760 	 52.274919 
 761 	 52.274919 
 762 	 51.979958 
 763 	 52.379022 
 764 	 52.361672 
 765 	 51.927907 
 766 	 51.945257 
 767 	 51.962608 
 768 	 52.344321 
 769 	 52.396373 
 770 	 51.979958 
 771 	 52.396373 
 772 	 51.945257 
 773 	 52.396373 
 774 	 52.361672 
 775 	 52.413723 
 776 	 51.962608 
 777 	 51.962608 
 778 	 51.945257 
 779 	 52.309620 
 780 	 51.945257 
 781 	 52.361672 
 782 	 51.962608 
 783 	 52.292269 
 784 	 51.945257 
 785 	 52.309620 
 786 	 52.292269 
 787 	 51.910556 
 788 	 52.465775 
 789 	 51.910556 
 790 	 52.344321 
 791 	 51.945257 
 792 	 51.962608 
 793 	 51.945257 
 794 	 51.945257 
 795 	 51.927907 
 796 	 51.927907 
 797 	 51.927907 
 798 	 52.309620 
 799 	 51.910556 
 800 	 51.945257 
 801 	 51.927907 
 802 	 51.927907 
 803 	 51.945257 
 804 	 51.910556 
 805 	 51.910556 
 806 	 51.893205 
 807 	 52.292269 
 808 	 52.292269 
 809 	 52.344321 
 810 	 52.274919 
 811 	 52.309620 
 812 	 52.292269 
 813 	 52.292269 
 814 	 52.257568 
 815 	 52.292269 
 816 	 52.292269 
 817 	 52.309620 
 818 	 52.240217 
 819 	 51.875855 
 820 	 52.222867 
 821 	 51.858504 
 822 	 52.240217 
 823 	 51.841154 
 824 	 52.240217 
 825 	 51.893205 
 826 	 52.188166 
 827 	 52.240217 
 828 	 51.875855 
 829 	 52.170815 
 830 	 52.188166 
 831 	 51.893205 
 832 	 52.205516 
 833 	 51.875855 
 834 	 51.910556 
 835 	 52.274919 
 836 	 52.205516 
 837 	 51.841154 
 838 	 52.222867 
 839 	 51.841154 
 840 	 52.257568 
 841 	 52.257568 
 842 	 52.205516 
 843 	 51.858504 
 844 	 52.153464 
 845 	 52.257568 
 846 	 52.222867 
 847 	 51.806453 
 848 	 52.170815 
 849 	 52.257568 
 850 	 51.841154 
 851 	 52.205516 
 852 	 51.841154 
 853 	 52.222867 
 854 	 52.188166 
 855 	 52.292269 
 856 	 52.222867 
 857 	 52.170815 
 858 	 52.188166 
 859 	 51.806453 
 860 	 51.823803 
 861 	 51.789102 
 862 	 51.841154 
 863 	 51.823803 
 864 	 51.789102 
 865 	 52.170815 
 866 	 52.136114 
 867 	 52.240217 
 868 	 51.789102 
 869 	 52.188166 
 870 	 52.205516 
 871 	 51.771751 
 872 	 51.754401 
 873 	 52.101413 
 874 	 51.771751 
 875 	 51.771751 
 876 	 52.188166 
 877 	 51.754401 
 878 	 51.771751 
 879 	 51.771751 
 880 	 51.737050 
 881 	 51.754401 
 882 	 51.737050 
 883 	 51.789102 
 884 	 52.153464 
 885 	 52.136114 
 886 	 51.771751 
 887 	 51.737050 
 888 	 52.170815 
 889 	 51.754401 
 890 	 51.719700 
 891 	 51.737050 
 892 	 52.084062 
 893 	 51.737050 
 894 	 52.049361 
 895 	 51.702349 
 896 	 52.118763 
 897 	 51.702349 
 898 	 52.118763 
 899 	 51.702349 
 900 	 52.032010 
 901 	 51.719700 
 902 	 51.667648 
 903 	 52.205516 
 904 	 51.737050 
 905 	 52.084062 
 906 	 52.032010 
 907 	 52.084062 
 908 	 52.066711 
 909 	 52.032010 
 910 	 51.650297 
 911 	 51.650297 
 912 	 51.667648 
 913 	 51.702349 
 914 	 51.667648 
 915 	 51.702349 
 916 	 52.014660 
 917 	 51.667648 
 918 	 51.667648 
 919 	 52.014660 
 920 	 52.049361 
 921 	 51.650297 
 922 	 51.650297 
 923 	 51.945257 
 924 	 52.066711 
 925 	 51.632947 
 926 	 52.032010 
 927 	 51.632947 
 928 	 51.632947 
 929 	 51.598245 
 930 	 51.997309 
 931 	 51.615596 
 932 	 51.615596 
 933 	 51.910556 
 934 	 51.580895 
 935 	 51.927907 
 936 	 51.962608 
 937 	 51.979958 
 938 	 51.580895 
 939 	 51.962608 
 940 	 51.598245 
 941 	 51.580895 
 942 	 51.563544 
 943 	 51.979958 
 944 	 51.563544 
 945 	 52.136114 
 946 	 51.927907 
 947 	 51.546194 
 948 	 51.893205 
 949 	 51.580895 
 950 	 51.893205 
 951 	 51.927907 
 952 	 51.979958 
 953 	 51.546194 
 954 	 51.893205 
 955 	 51.528843 
 956 	 51.563544 
 957 	 51.563544 
 958 	 51.528843 
 959 	 51.546194 
 960 	 51.563544 
 961 	 51.806453 
 962 	 51.528843 
 963 	 51.563544 
 964 	 51.563544 
 965 	 51.511492 
 966 	 51.511492 
 967 	 51.806453 
 968 	 51.528843 
 969 	 51.494142 
 970 	 51.528843 
 971 	 51.945257 
 972 	 51.806453 
 973 	 51.511492 
 974 	 51.511492 
 975 	 51.511492 
 976 	 51.893205 
 977 	 51.494142 
 978 	 51.875855 
 979 	 51.459441 
 980 	 51.494142 
 981 	 51.459441 
 982 	 51.789102 
 983 	 51.823803 
 984 	 51.823803 
 985 	 51.841154 
 986 	 51.476791 
 987 	 51.823803 
 988 	 51.841154 
 989 	 51.442090 
 990 	 51.893205 
 991 	 51.511492 
 992 	 51.494142 
 993 	 51.476791 
 994 	 51.476791 
 995 	 51.858504 
 996 	 51.476791 
 997 	 51.806453 
 998 	 51.459441 
 999 	 51.476791 
 1000 	 51.459441 
 1001 	 51.442090 
 1002 	 51.442090 
 1003 	 51.841154 
 1004 	 51.841154 
 1005 	 51.442090 
 1006 	 51.841154 
 1007 	 51.424739 
 1008 	 51.442090 
 1009 	 51.806453 
 1010 	 51.858504 
 1011 	 51.424739 
 1012 	 51.771751 
 1013 	 51.407389 
 1014 	 51.823803 
 1015 	 51.459441 
 1016 	 51.459441 
 1017 	 51.841154 
 1018 	 51.789102 
 1019 	 51.823803 
 1020 	 51.476791 
 1021 	 51.459441 
 1022 	 51.754401 
 1023 	 51.459441 
 1024 	 51.442090 
 1025 	 51.459441 
 1026 	 51.459441 
 1027 	 51.789102 
 1028 	 51.372688 
 1029 	 51.424739 
 1030 	 51.407389 
 1031 	 51.442090 
 1032 	 51.858504 
 1033 	 51.372688 
 1034 	 51.424739 
 1035 	 51.424739 
 1036 	 51.390038 
 1037 	 51.390038 
 1038 	 51.806453 
 1039 	 51.442090 
 1040 	 51.424739 
 1041 	 51.858504 
 1042 	 51.771751 
 1043 	 51.407389 
 1044 	 51.407389 
 1045 	 51.424739 
 1046 	 51.390038 
 1047 	 52.014660 
 1048 	 51.390038 
 1049 	 51.407389 
 1050 	 51.372688 
 1051 	 51.390038 
 1052 	 51.806453 
 1053 	 51.424739 
 1054 	 51.424739 
 1055 	 51.442090 
 1056 	 51.424739 
 1057 	 51.372688 
 1058 	 51.806453 
 1059 	 51.459441 
 1060 	 51.806453 
 1061 	 51.424739 
 1062 	 51.806453 
 1063 	 51.407389 
 1064 	 51.771751 
 1065 	 51.407389 
 1066 	 51.407389 
 1067 	 51.858504 
 1068 	 51.424739 
 1069 	 51.442090 
 1070 	 51.771751 
 1071 	 51.424739 
 1072 	 51.442090 
 1073 	 51.823803 
 1074 	 51.424739 
 1075 	 51.442090 
 1076 	 51.442090 
 1077 	 51.424739 
 1078 	 51.459441 
 1079 	 51.771751 
 1080 	 51.771751 
 1081 	 51.841154 
 1082 	 51.459441 
 1083 	 51.754401 
 1084 	 51.390038 
 1085 	 51.893205 
 1086 	 51.424739 
 1087 	 51.719700 
 1088 	 51.442090 
 1089 	 51.771751 
 1090 	 51.442090 
 1091 	 51.858504 
 1092 	 51.893205 
 1093 	 51.442090 
 1094 	 51.875855 
 1095 	 51.407389 
 1096 	 51.823803 
 1097 	 51.719700 
 1098 	 51.754401 
 1099 	 51.494142 
 1100 	 51.476791 
 1101 	 51.806453 
 1102 	 51.459441 
 1103 	 51.476791 
 1104 	 51.858504 
 1105 	 51.476791 
 1106 	 51.893205 
 1107 	 51.476791 
 1108 	 51.459441 
 1109 	 51.806453 
 1110 	 51.494142 
 1111 	 51.823803 
 1112 	 51.476791 
 1113 	 51.494142 
 1114 	 51.494142 
 1115 	 51.893205 
 1116 	 51.511492 
 1117 	 51.841154 
 1118 	 51.511492 
 1119 	 51.789102 
 1120 	 51.494142 
 1121 	 51.823803 
 1122 	 51.494142 
 1123 	 51.511492 
 1124 	 51.494142 
 1125 	 51.511492 
 1126 	 51.494142 
 1127 	 51.511492 
 1128 	 51.494142 
 1129 	 51.494142 
 1130 	 51.927907 
 1131 	 51.945257 
 1132 	 51.927907 
 1133 	 51.494142 
 1134 	 51.910556 
 1135 	 51.945257 
 1136 	 51.910556 
 1137 	 51.528843 
 1138 	 51.667648 
 1139 	 51.546194 
 1140 	 52.118763 
 1141 	 51.546194 
 1142 	 51.528843 
 1143 	 51.546194 
 1144 	 51.962608 
 1145 	 51.858504 
 1146 	 51.927907 
 1147 	 51.979958 
 1148 	 51.580895 
 1149 	 51.598245 
 1150 	 51.546194 
 1151 	 51.580895 
 1152 	 51.563544 
 1153 	 51.580895 
 1154 	 52.066711 
 1155 	 51.563544 
 1156 	 51.997309 
 1157 	 51.979958 
 1158 	 51.615596 
 1159 	 51.598245 
 1160 	 51.598245 
 1161 	 51.598245 
 1162 	 51.615596 
 1163 	 51.910556 
 1164 	 51.945257 
 1165 	 51.945257 
 1166 	 51.615596 
 1167 	 51.945257 
 1168 	 52.014660 
 1169 	 51.632947 
 1170 	 52.049361 
 1171 	 51.598245 
 1172 	 51.979958 
 1173 	 51.927907 
 1174 	 51.650297 
 1175 	 51.667648 
 1176 	 52.205516 
 1177 	 51.632947 
 1178 	 52.014660 
 1179 	 52.032010 
 1180 	 51.667648 
 1181 	 51.667648 
 1182 	 51.684998 
 1183 	 52.101413 
 1184 	 52.101413 
 1185 	 52.066711 
 1186 	 52.032010 
 1187 	 52.101413 
 1188 	 51.667648 
 1189 	 51.650297 
 1190 	 51.684998 
 1191 	 52.101413 
 1192 	 52.014660 
 1193 	 51.702349 
 1194 	 51.702349 
 1195 	 51.650297 
 1196 	 51.702349 
 1197 	 51.719700 
 1198 	 52.101413 
 1199 	 51.702349 
 1200 	 51.702349 
 1201 	 52.084062 
 1202 	 52.032010 
 1203 	 52.084062 
 1204 	 51.754401 
 1205 	 52.066711 
 1206 	 51.737050 
 1207 	 51.737050 
 1208 	 52.066711 
 1209 	 51.737050 
 1210 	 52.136114 
 1211 	 52.153464 
 1212 	 52.118763 
 1213 	 52.118763 
 1214 	 51.754401 
 1215 	 52.084062 
 1216 	 52.066711 
 1217 	 52.205516 
 1218 	 51.789102 
 1219 	 52.101413 
 1220 	 51.806453 
 1221 	 51.789102 
 1222 	 51.789102 
 1223 	 51.754401 
 1224 	 51.789102 
 1225 	 51.789102 
 1226 	 52.170815 
 1227 	 51.771751 
 1228 	 51.806453 
 1229 	 51.806453 
 1230 	 51.823803 
 1231 	 51.789102 
 1232 	 52.240217 
 1233 	 52.222867 
 1234 	 52.153464 
 1235 	 52.170815 
 1236 	 51.841154 
 1237 	 52.136114 
 1238 	 51.754401 
 1239 	 52.240217 
 1240 	 51.823803 
 1241 	 52.257568 
