Period 	 T100 	 T0 
360 	 3.740000 	 2.747000 
Point Number 	 Temperature 
 1080 	 56.196154 
 1081 	 56.664620 
 1082 	 56.144102 
 1083 	 56.456413 
 1084 	 56.404361 
 1085 	 56.057349 
 1086 	 56.439062 
 1087 	 56.039998 
 1088 	 56.404361 
 1089 	 55.953245 
 1090 	 56.300257 
 1091 	 55.918544 
 1092 	 56.213504 
 1093 	 56.230855 
 1094 	 56.230855 
 1095 	 56.196154 
 1096 	 55.814440 
 1097 	 56.178803 
 1098 	 56.039998 
 1099 	 55.745038 
 1100 	 56.109401 
 1101 	 56.126751 
 1102 	 55.710337 
 1103 	 55.658285 
 1104 	 56.057349 
 1105 	 56.057349 
 1106 	 55.935895 
 1107 	 55.970596 
 1108 	 55.901193 
 1109 	 55.502130 
 1110 	 55.849142 
 1111 	 55.831791 
 1112 	 55.762389 
 1113 	 55.432727 
 1114 	 55.762389 
 1115 	 55.797090 
 1116 	 55.779739 
 1117 	 55.328624 
 1118 	 55.762389 
 1119 	 55.276572 
 1120 	 55.588883 
 1121 	 55.241871 
 1122 	 55.588883 
 1123 	 55.207169 
 1124 	 55.606233 
 1125 	 55.554181 
 1126 	 55.467428 
 1127 	 55.085715 
 1128 	 55.484779 
 1129 	 55.033663 
 1130 	 55.380675 
 1131 	 54.998962 
 1132 	 55.328624 
 1133 	 54.946910 
 1134 	 54.929560 
 1135 	 55.311273 
 1136 	 54.912209 
 1137 	 55.276572 
 1138 	 54.860157 
 1139 	 55.259221 
 1140 	 54.790755 
 1141 	 54.790755 
 1142 	 54.738703 
 1143 	 54.964261 
 1144 	 54.686651 
 1145 	 55.016313 
 1146 	 55.016313 
 1147 	 54.998962 
 1148 	 54.946910 
 1149 	 54.981612 
 1150 	 54.565197 
 1151 	 54.929560 
 1152 	 54.495795 
 1153 	 54.461094 
 1154 	 54.894859 
 1155 	 54.443743 
 1156 	 54.808106 
 1157 	 54.356990 
 1158 	 54.669301 
 1159 	 54.686651 
 1160 	 54.322289 
 1161 	 54.704002 
 1162 	 54.304938 
 1163 	 54.599898 
 1164 	 54.461094 
 1165 	 54.530496 
 1166 	 54.166133 
 1167 	 54.131432 
 1168 	 54.114082 
 1169 	 54.114082 
 1170 	 54.044679 
 1171 	 54.027329 
 1172 	 53.992628 
 1173 	 54.009978 
 1174 	 54.443743 
 1175 	 53.975277 
 1176 	 54.287588 
 1177 	 53.905875 
 1178 	 54.200835 
 1179 	 53.819122 
 1180 	 54.166133 
 1181 	 53.645616 
 1182 	 53.819122 
 1183 	 54.148783 
 1184 	 53.732369 
 1185 	 54.079381 
 1186 	 53.697667 
 1187 	 54.062030 
 1188 	 53.645616 
 1189 	 53.923225 
 1190 	 53.819122 
 1191 	 53.541512 
 1192 	 53.871173 
 1193 	 54.062030 
 1194 	 53.801771 
 1195 	 53.437408 
 1196 	 53.767070 
 1197 	 53.420058 
 1198 	 53.732369 
 1199 	 53.662966 
 1200 	 53.333305 
 1201 	 53.281253 
 1202 	 53.281253 
 1203 	 53.576213 
 1204 	 53.229201 
 1205 	 53.506811 
 1206 	 53.142448 
 1207 	 53.142448 
 1208 	 53.125098 
 1209 	 53.073046 
 1210 	 53.038345 
 1211 	 53.420058 
 1212 	 53.402707 
 1213 	 52.986293 
 1214 	 53.368006 
 1215 	 52.934241 
 1216 	 53.263902 
 1217 	 52.847488 
 1218 	 53.211851 
 1219 	 53.246552 
 1220 	 52.812787 
 1221 	 53.229201 
 1222 	 52.760735 
 1223 	 53.159799 
 1224 	 52.708683 
 1225 	 52.656632 
 1226 	 52.656632 
 1227 	 52.656632 
 1228 	 52.639281 
 1229 	 52.951592 
 1230 	 52.552528 
 1231 	 52.535177 
 1232 	 52.500476 
 1233 	 52.760735 
 1234 	 52.465775 
