Period 	 T100 	 T0 
120 	 3.740000 	 2.747000 
Point Number 	 Temperature 
 482 	 49.637629 
 483 	 49.637629 
 484 	 49.984640 
 485 	 49.602927 
 486 	 49.585577 
 487 	 49.880537 
 488 	 50.001991 
 489 	 49.550876 
 490 	 49.949939 
 491 	 49.984640 
 492 	 49.585577 
 493 	 49.550876 
 494 	 49.550876 
 495 	 49.533525 
 496 	 49.533525 
 497 	 49.880537 
 498 	 49.516175 
 499 	 49.568226 
 500 	 49.550876 
 501 	 49.533525 
 502 	 49.498824 
 503 	 49.498824 
 504 	 49.498824 
 505 	 49.516175 
 506 	 49.498824 
 507 	 49.863186 
 508 	 49.897887 
 509 	 49.464123 
 510 	 49.481473 
 511 	 49.446772 
 512 	 49.498824 
 513 	 49.481473 
 514 	 49.828485 
 515 	 49.446772 
 516 	 49.429422 
 517 	 49.759083 
 518 	 49.811135 
 519 	 49.845836 
 520 	 49.412071 
 521 	 49.412071 
 522 	 49.724382 
 523 	 49.446772 
 524 	 49.759083 
 525 	 49.845836 
 526 	 49.741732 
 527 	 49.741732 
 528 	 49.412071 
 529 	 49.759083 
 530 	 49.394720 
 531 	 49.412071 
 532 	 49.793784 
 533 	 49.377370 
 534 	 49.377370 
 535 	 49.377370 
 536 	 49.394720 
 537 	 49.707031 
 538 	 49.776433 
 539 	 49.342669 
 540 	 49.585577 
 541 	 49.707031 
 542 	 49.325318 
 543 	 49.672330 
 544 	 49.654979 
 545 	 49.620278 
 546 	 49.360019 
 547 	 49.307967 
 548 	 49.325318 
 549 	 49.620278 
 550 	 49.307967 
 551 	 49.654979 
 552 	 49.290617 
 553 	 49.707031 
 554 	 49.672330 
 555 	 49.290617 
 556 	 49.290617 
 557 	 49.290617 
 558 	 49.741732 
 559 	 49.307967 
 560 	 49.672330 
 561 	 49.620278 
 562 	 49.221215 
 563 	 49.672330 
 564 	 49.654979 
 565 	 49.307967 
 566 	 49.620278 
 567 	 49.273266 
 568 	 49.689680 
 569 	 49.255916 
 570 	 49.273266 
 571 	 49.602927 
 572 	 49.707031 
 573 	 49.637629 
 574 	 49.637629 
 575 	 49.238565 
 576 	 49.255916 
 577 	 49.689680 
 578 	 49.620278 
 579 	 49.238565 
 580 	 49.533525 
 581 	 49.238565 
 582 	 49.550876 
 583 	 49.672330 
 584 	 49.689680 
 585 	 49.550876 
 586 	 49.568226 
 587 	 49.255916 
 588 	 49.273266 
 589 	 49.273266 
 590 	 49.672330 
 591 	 49.255916 
 592 	 49.672330 
 593 	 49.585577 
 594 	 49.255916 
 595 	 49.290617 
 596 	 49.759083 
 597 	 49.620278 
 598 	 49.637629 
 599 	 49.533525 
 600 	 49.707031 
 601 	 49.637629 
 602 	 49.273266 
 603 	 49.290617 
 604 	 49.620278 
 605 	 49.585577 
 606 	 49.637629 
 607 	 49.255916 
 608 	 49.637629 
 609 	 49.255916 
 610 	 49.654979 
 611 	 49.585577 
 612 	 49.238565 
 613 	 49.290617 
 614 	 49.255916 
 615 	 49.568226 
 616 	 49.290617 
 617 	 49.290617 
 618 	 49.672330 
 619 	 49.620278 
 620 	 49.672330 
 621 	 49.620278 
 622 	 49.516175 
 623 	 49.290617 
 624 	 49.637629 
 625 	 49.654979 
 626 	 49.654979 
 627 	 49.307967 
 628 	 49.290617 
 629 	 49.273266 
 630 	 49.637629 
 631 	 49.290617 
 632 	 49.273266 
 633 	 49.307967 
 634 	 49.325318 
 635 	 49.290617 
 636 	 49.307967 
 637 	 49.707031 
 638 	 49.672330 
 639 	 49.342669 
 640 	 49.325318 
 641 	 49.654979 
 642 	 49.325318 
 643 	 49.689680 
 644 	 49.360019 
 645 	 49.377370 
 646 	 49.342669 
 647 	 49.672330 
 648 	 49.360019 
 649 	 49.793784 
 650 	 49.342669 
 651 	 49.377370 
 652 	 49.707031 
 653 	 49.394720 
 654 	 49.412071 
 655 	 49.811135 
 656 	 49.811135 
 657 	 49.811135 
 658 	 49.412071 
 659 	 49.412071 
 660 	 49.793784 
 661 	 49.759083 
 662 	 49.429422 
 663 	 49.880537 
 664 	 49.845836 
 665 	 49.811135 
 666 	 49.446772 
 667 	 49.793784 
 668 	 49.429422 
 669 	 49.828485 
 670 	 49.793784 
 671 	 49.863186 
 672 	 49.880537 
 673 	 49.793784 
 674 	 49.828485 
 675 	 49.498824 
 676 	 49.897887 
 677 	 49.516175 
 678 	 49.481473 
 679 	 49.949939 
 680 	 49.481473 
 681 	 49.550876 
 682 	 49.863186 
 683 	 49.550876 
 684 	 49.516175 
 685 	 49.863186 
 686 	 49.932589 
 687 	 49.967290 
 688 	 49.932589 
 689 	 49.585577 
 690 	 49.568226 
 691 	 49.602927 
 692 	 49.915238 
 693 	 49.602927 
 694 	 49.949939 
 695 	 49.967290 
 696 	 49.533525 
 697 	 49.602927 
 698 	 49.585577 
 699 	 49.585577 
 700 	 50.054043 
 701 	 50.054043 
 702 	 49.654979 
 703 	 49.637629 
 704 	 49.654979 
 705 	 50.054043 
 706 	 49.672330 
 707 	 50.001991 
 708 	 49.672330 
 709 	 49.689680 
 710 	 49.672330 
 711 	 49.707031 
 712 	 50.106095 
 713 	 50.019342 
 714 	 49.707031 
 715 	 49.759083 
 716 	 49.741732 
 717 	 49.707031 
 718 	 50.071393 
 719 	 49.724382 
 720 	 49.793784 
 721 	 49.759083 
 722 	 49.759083 
 723 	 50.175497 
 724 	 50.210198 
 725 	 50.106095 
 726 	 49.811135 
 727 	 49.811135 
 728 	 49.828485 
 729 	 49.793784 
 730 	 50.210198 
 731 	 49.845836 
 732 	 50.244899 
 733 	 49.845836 
 734 	 50.158146 
 735 	 49.880537 
 736 	 50.262250 
 737 	 49.880537 
 738 	 50.227549 
 739 	 50.296951 
 740 	 49.932589 
 741 	 50.314302 
 742 	 49.932589 
 743 	 49.915238 
 744 	 49.932589 
 745 	 50.366353 
 746 	 50.001991 
 747 	 50.314302 
 748 	 49.984640 
 749 	 50.296951 
 750 	 50.296951 
 751 	 50.019342 
 752 	 50.036692 
 753 	 50.418405 
 754 	 50.071393 
 755 	 50.036692 
 756 	 50.071393 
 757 	 50.071393 
 758 	 50.088744 
 759 	 50.036692 
 760 	 50.071393 
 761 	 50.435756 
 762 	 50.106095 
 763 	 50.088744 
 764 	 50.106095 
 765 	 50.244899 
 766 	 50.539859 
 767 	 50.140796 
 768 	 50.505158 
 769 	 50.210198 
 770 	 50.192848 
 771 	 50.574560 
 772 	 50.192848 
 773 	 50.192848 
 774 	 50.227549 
 775 	 50.210198 
 776 	 50.227549 
 777 	 50.591911 
 778 	 50.244899 
 779 	 50.574560 
 780 	 50.696015 
 781 	 50.279600 
 782 	 50.765417 
 783 	 50.730716 
 784 	 50.713365 
 785 	 50.713365 
 786 	 50.765417 
 787 	 50.696015 
 788 	 50.765417 
 789 	 50.730716 
 790 	 50.713365 
 791 	 50.834819 
 792 	 50.782768 
 793 	 50.696015 
 794 	 50.713365 
 795 	 50.453106 
 796 	 50.435756 
 797 	 50.834819 
 798 	 50.470457 
 799 	 50.470457 
 800 	 50.470457 
 801 	 50.505158 
 802 	 50.522509 
 803 	 50.505158 
 804 	 50.539859 
 805 	 50.956273 
 806 	 50.557210 
 807 	 50.539859 
 808 	 50.574560 
 809 	 50.591911 
 810 	 50.643963 
 811 	 50.956273 
 812 	 50.973624 
 813 	 50.626612 
 814 	 50.643963 
 815 	 50.661313 
 816 	 50.713365 
 817 	 50.956273 
 818 	 50.748066 
 819 	 51.181831 
 820 	 50.730716 
 821 	 50.713365 
 822 	 51.147130 
 823 	 50.765417 
 824 	 50.782768 
 825 	 51.181831 
 826 	 51.147130 
 827 	 50.852170 
 828 	 50.834819 
 829 	 50.817469 
 830 	 50.869521 
 831 	 50.834819 
 832 	 50.886871 
 833 	 51.285935 
 834 	 50.904222 
 835 	 50.904222 
 836 	 51.233883 
 837 	 50.921572 
 838 	 50.938923 
 839 	 50.956273 
 840 	 50.938923 
 841 	 50.990975 
 842 	 51.407389 
 843 	 51.372688 
 844 	 51.459441 
 845 	 51.337987 
 846 	 51.372688 
 847 	 51.337987 
 848 	 51.407389 
 849 	 51.372688 
 850 	 51.424739 
 851 	 51.459441 
 852 	 51.372688 
 853 	 51.164481 
 854 	 51.181831 
 855 	 51.181831 
 856 	 51.164481 
 857 	 51.181831 
 858 	 51.216532 
 859 	 51.615596 
 860 	 51.233883 
 861 	 51.563544 
 862 	 51.268584 
 863 	 51.251234 
 864 	 51.268584 
 865 	 51.303285 
 866 	 51.285935 
 867 	 51.719700 
 868 	 51.303285 
 869 	 51.754401 
 870 	 51.337987 
 871 	 51.372688 
 872 	 51.754401 
 873 	 51.771751 
 874 	 51.754401 
 875 	 51.424739 
 876 	 51.442090 
 877 	 51.771751 
 878 	 51.511492 
 879 	 51.442090 
 880 	 51.494142 
 881 	 51.823803 
 882 	 51.459441 
 883 	 51.910556 
 884 	 51.945257 
 885 	 51.927907 
 886 	 51.927907 
 887 	 51.580895 
 888 	 51.910556 
 889 	 51.598245 
 890 	 51.580895 
 891 	 51.598245 
 892 	 52.066711 
 893 	 51.962608 
 894 	 51.667648 
 895 	 51.650297 
 896 	 51.632947 
 897 	 52.084062 
 898 	 52.084062 
 899 	 51.997309 
 900 	 52.032010 
 901 	 51.754401 
 902 	 51.737050 
 903 	 51.771751 
 904 	 51.754401 
 905 	 52.049361 
 906 	 51.806453 
 907 	 51.754401 
 908 	 52.205516 
 909 	 51.841154 
 910 	 51.823803 
 911 	 52.101413 
 912 	 51.806453 
 913 	 51.893205 
 914 	 51.893205 
 915 	 51.875855 
 916 	 52.274919 
 917 	 51.927907 
 918 	 52.188166 
 919 	 52.448424 
 920 	 52.361672 
 921 	 51.927907 
 922 	 52.361672 
 923 	 51.979958 
 924 	 51.962608 
 925 	 52.309620 
 926 	 52.032010 
 927 	 52.032010 
 928 	 52.465775 
 929 	 52.049361 
 930 	 52.084062 
 931 	 52.465775 
 932 	 52.084062 
 933 	 52.500476 
 934 	 52.517827 
 935 	 52.084062 
 936 	 52.136114 
 937 	 52.535177 
 938 	 52.483126 
 939 	 52.170815 
 940 	 52.170815 
 941 	 52.188166 
 942 	 52.569879 
 943 	 52.205516 
 944 	 52.205516 
 945 	 52.621930 
 946 	 52.569879 
 947 	 52.292269 
 948 	 52.240217 
 949 	 52.257568 
 950 	 52.691333 
 951 	 52.309620 
 952 	 52.344321 
 953 	 52.292269 
 954 	 52.361672 
 955 	 52.656632 
 956 	 52.344321 
 957 	 52.812787 
 958 	 52.778086 
 959 	 52.795436 
 960 	 52.413723 
 961 	 52.760735 
 962 	 52.431074 
 963 	 52.778086 
 964 	 52.448424 
 965 	 52.465775 
 966 	 52.465775 
 967 	 52.743385 
 968 	 52.500476 
 969 	 52.951592 
 970 	 52.864839 
 971 	 52.934241 
 972 	 52.951592 
 973 	 52.552528 
 974 	 52.968942 
 975 	 52.743385 
 976 	 52.587229 
 977 	 52.604580 
 978 	 52.968942 
 979 	 52.968942 
 980 	 52.951592 
 981 	 53.003644 
 982 	 52.656632 
 983 	 53.107747 
 984 	 53.055695 
 985 	 52.743385 
 986 	 52.673982 
 987 	 53.090396 
 988 	 53.073046 
 989 	 52.743385 
 990 	 52.726034 
 991 	 52.726034 
 992 	 52.743385 
 993 	 52.778086 
 994 	 52.795436 
 995 	 53.229201 
 996 	 53.177149 
 997 	 52.812787 
 998 	 53.229201 
 999 	 52.795436 
 1000 	 52.830138 
 1001 	 52.830138 
 1002 	 53.177149 
 1003 	 52.864839 
 1004 	 52.795436 
 1005 	 53.246552 
 1006 	 53.211851 
 1007 	 52.899540 
 1008 	 52.899540 
 1009 	 53.281253 
 1010 	 53.246552 
 1011 	 53.281253 
 1012 	 52.899540 
 1013 	 53.333305 
 1014 	 53.298604 
 1015 	 52.934241 
 1016 	 52.951592 
 1017 	 52.986293 
 1018 	 53.385357 
 1019 	 53.020994 
 1020 	 52.986293 
 1021 	 52.968942 
 1022 	 53.385357 
 1023 	 53.003644 
 1024 	 53.038345 
 1025 	 53.420058 
 1026 	 53.038345 
 1027 	 53.038345 
 1028 	 53.055695 
 1029 	 53.350655 
 1030 	 53.073046 
 1031 	 53.073046 
 1032 	 53.506811 
 1033 	 53.038345 
 1034 	 53.107747 
 1035 	 53.125098 
 1036 	 53.107747 
 1037 	 53.142448 
 1038 	 53.558863 
 1039 	 53.177149 
 1040 	 53.142448 
 1041 	 53.159799 
 1042 	 53.142448 
 1043 	 53.489460 
 1044 	 53.454759 
 1045 	 53.177149 
 1046 	 53.610914 
 1047 	 53.194500 
 1048 	 53.177149 
 1049 	 53.211851 
 1050 	 53.211851 
 1051 	 53.211851 
 1052 	 53.263902 
 1053 	 53.246552 
 1054 	 53.662966 
 1055 	 53.281253 
 1056 	 53.263902 
 1057 	 53.662966 
 1058 	 53.610914 
 1059 	 53.298604 
 1060 	 53.281253 
 1061 	 53.333305 
 1062 	 53.645616 
 1063 	 53.333305 
 1064 	 53.333305 
 1065 	 53.333305 
 1066 	 53.749719 
 1067 	 53.697667 
 1068 	 53.368006 
 1069 	 53.385357 
 1070 	 53.732369 
 1071 	 53.732369 
 1072 	 53.715018 
 1073 	 53.819122 
 1074 	 53.402707 
 1075 	 53.715018 
 1076 	 53.420058 
 1077 	 53.402707 
 1078 	 53.420058 
 1079 	 53.437408 
 1080 	 53.749719 
 1081 	 53.420058 
 1082 	 53.454759 
 1083 	 53.402707 
 1084 	 53.437408 
 1085 	 53.784420 
 1086 	 53.472110 
 1087 	 53.454759 
 1088 	 53.472110 
 1089 	 53.836472 
 1090 	 53.819122 
 1091 	 53.836472 
 1092 	 53.472110 
 1093 	 53.472110 
 1094 	 53.888524 
 1095 	 53.489460 
 1096 	 53.506811 
 1097 	 53.506811 
 1098 	 53.853823 
 1099 	 53.853823 
 1100 	 53.819122 
 1101 	 53.871173 
 1102 	 53.506811 
 1103 	 53.506811 
 1104 	 53.541512 
 1105 	 53.524161 
 1106 	 53.472110 
 1107 	 53.819122 
 1108 	 53.524161 
 1109 	 53.541512 
 1110 	 53.975277 
 1111 	 53.541512 
 1112 	 53.576213 
 1113 	 53.992628 
 1114 	 53.905875 
 1115 	 53.576213 
 1116 	 53.541512 
 1117 	 53.992628 
 1118 	 53.541512 
 1119 	 53.558863 
 1120 	 53.524161 
 1121 	 53.576213 
 1122 	 53.558863 
 1123 	 53.871173 
 1124 	 53.558863 
 1125 	 53.992628 
 1126 	 53.905875 
 1127 	 53.576213 
 1128 	 53.558863 
 1129 	 53.923225 
 1130 	 53.593564 
 1131 	 54.009978 
 1132 	 53.576213 
 1133 	 53.923225 
 1134 	 53.801771 
 1135 	 53.576213 
 1136 	 54.009978 
 1137 	 53.593564 
 1138 	 53.628265 
 1139 	 53.593564 
 1140 	 53.628265 
 1141 	 53.628265 
 1142 	 53.645616 
 1143 	 53.628265 
 1144 	 53.593564 
 1145 	 53.957926 
 1146 	 53.975277 
 1147 	 53.645616 
 1148 	 53.628265 
 1149 	 53.628265 
 1150 	 54.062030 
 1151 	 53.645616 
 1152 	 53.905875 
 1153 	 53.645616 
 1154 	 53.992628 
 1155 	 53.628265 
 1156 	 53.645616 
 1157 	 54.062030 
 1158 	 53.957926 
 1159 	 53.923225 
 1160 	 53.662966 
 1161 	 54.027329 
 1162 	 53.628265 
 1163 	 54.044679 
 1164 	 54.044679 
 1165 	 53.662966 
 1166 	 53.680317 
 1167 	 53.645616 
 1168 	 54.044679 
 1169 	 53.645616 
 1170 	 53.680317 
 1171 	 53.662966 
 1172 	 53.628265 
 1173 	 53.680317 
 1174 	 53.645616 
 1175 	 54.044679 
 1176 	 54.079381 
 1177 	 53.628265 
 1178 	 53.645616 
 1179 	 53.645616 
 1180 	 53.662966 
 1181 	 53.628265 
 1182 	 54.027329 
 1183 	 53.662966 
 1184 	 53.645616 
 1185 	 53.940576 
 1186 	 53.645616 
 1187 	 54.062030 
 1188 	 53.992628 
 1189 	 53.628265 
 1190 	 53.992628 
 1191 	 53.610914 
 1192 	 53.662966 
